## ================================================================================================================
## Date de Création du fichier     : 2022-11-28
## Auteur                          : Observatoire météorologique du petit-Séminaire Collège St Martial
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)
## Entité                          : URGEO - GEOAZUR - INRAE
## ================================================================================================================
## Nom station                     : ST-MICHEL
## ----------------------------------------------------------------------------------------------------------------
## Longitude                       : -72.333         ; (Moron et al., 2015 [°W])
## Latitude                        : 19.367          ; (Moron et al., 2015 [°N])
## Données manquantes              :   3             ; [%]
## Pluies disponibles              : 1920-01-01      ; 1940-12-31
## ================================================================================================================
## Champs----------------------------------------------------------------------------------------------------------
## Date                            : date [AAAA-MM-JJ]
## P                               : Pluie [mm/j]
## ================================================================================================================
## Moron, V., Frelat, R., Jean-Jeune, P.K., Gaucherel, C., 2015. Interannual and intra-annual variability of
## rainfall in Haiti (1905–2005). Clim. Dyn. 45, 915–932. https://doi.org/10.1007/s00382-014-2326-y
## ================================================================================================================

Date;	P
1927-01-12;	0
1927-01-13;	0
1927-01-14;	0
1927-01-15;	9.4
1927-01-16;	0
1927-01-17;	0
1927-01-18;	0
1927-01-19;	0
1927-01-20;	0
1927-01-21;	0
1927-01-22;	0
1927-01-23;	0
1927-01-24;	0
1927-01-25;	0
1927-01-26;	0
1927-01-27;	0
1927-01-28;	0
1927-01-29;	0
1927-01-30;	0
1927-01-31;	0
1927-02-01;	0
1927-02-02;	0
1927-02-03;	NA
1927-02-04;	NA
1927-02-05;	0
1927-02-06;	0
1927-02-07;	0
1927-02-08;	0
1927-02-09;	0
1927-02-10;	0
1927-02-11;	0
1927-02-12;	0
1927-02-13;	0
1927-02-14;	0
1927-02-15;	0
1927-02-16;	0
1927-02-17;	0
1927-02-18;	0
1927-02-19;	0
1927-02-20;	0
1927-02-21;	0
1927-02-22;	0
1927-02-23;	0
1927-02-24;	0
1927-02-25;	0
1927-02-26;	0
1927-02-27;	0
1927-02-28;	0
1927-03-01;	0
1927-03-02;	0
1927-03-03;	NA
1927-03-04;	NA
1927-03-05;	0
1927-03-06;	0
1927-03-07;	0
1927-03-08;	0
1927-03-09;	0
1927-03-10;	0
1927-03-11;	0
1927-03-12;	NA
1927-03-13;	0
1927-03-14;	0
1927-03-15;	0
1927-03-16;	NA
1927-03-17;	4
1927-03-18;	0
1927-03-19;	0
1927-03-20;	NA
1927-03-21;	NA
1927-03-22;	9.7
1927-03-23;	0
1927-03-24;	5.7
1927-03-25;	2
1927-03-26;	0
1927-03-27;	0
1927-03-28;	0
1927-03-29;	0
1927-03-30;	0
1927-03-31;	0
1927-04-01;	0
1927-04-02;	0
1927-04-03;	0
1927-04-04;	0
1927-04-05;	0
1927-04-06;	0
1927-04-07;	0
1927-04-08;	0
1927-04-09;	0
1927-04-10;	0
1927-04-11;	0
1927-04-12;	0
1927-04-13;	0
1927-04-14;	0
1927-04-15;	0
1927-04-16;	0
1927-04-17;	0
1927-04-18;	0
1927-04-19;	0
1927-04-20;	0
1927-04-21;	0
1927-04-22;	0
1927-04-23;	1.25
1927-04-24;	0
1927-04-25;	0
1927-04-26;	0
1927-04-27;	1.9
1927-04-28;	25.75
1927-04-29;	18.5
1927-04-30;	0
1927-05-01;	27.9
1927-05-02;	16
1927-05-03;	1
1927-05-04;	0.5
1927-05-05;	2
1927-05-06;	0
1927-05-07;	1
1927-05-08;	1
1927-05-09;	0
1927-05-10;	0
1927-05-11;	44.5
1927-05-12;	25.25
1927-05-13;	2
1927-05-14;	0
1927-05-15;	0
1927-05-16;	0
1927-05-17;	8.9
1927-05-18;	0
1927-05-19;	0
1927-05-20;	0
1927-05-21;	0
1927-05-22;	0
1927-05-23;	0
1927-05-24;	0
1927-05-25;	30.95
1927-05-26;	0
1927-05-27;	16.5
1927-05-28;	54.4
1927-05-29;	0
1927-05-30;	4
1927-05-31;	0
1927-06-01;	1
1927-06-02;	0
1927-06-03;	0
1927-06-04;	0
1927-06-05;	13.3
1927-06-06;	5.65
1927-06-07;	0
1927-06-08;	0
1927-06-09;	0
1927-06-10;	0
1927-06-11;	1
1927-06-12;	0
1927-06-13;	37.7
1927-06-14;	0
1927-06-15;	0
1927-06-16;	0
1927-06-17;	0
1927-06-18;	1.5
1927-06-19;	0
1927-06-20;	11
1927-06-21;	32.05
1927-06-22;	0
1927-06-23;	0
1927-06-24;	5
1927-06-25;	0
1927-06-26;	0
1927-06-27;	12.85
1927-06-28;	2.55
1927-06-29;	5.6
1927-06-30;	5
1927-07-01;	0
1927-07-02;	34.85
1927-07-03;	0
1927-07-04;	0
1927-07-05;	0
1927-07-06;	0
1927-07-07;	19.15
1927-07-08;	0
1927-07-09;	0
1927-07-10;	0
1927-07-11;	1.35
1927-07-12;	0
1927-07-13;	0
1927-07-14;	0
1927-07-15;	0
1927-07-16;	0
1927-07-17;	0
1927-07-18;	0
1927-07-19;	0
1927-07-20;	0
1927-07-21;	0.6
1927-07-22;	0
1927-07-23;	0
1927-07-24;	0
1927-07-25;	0
1927-07-26;	0
1927-07-27;	1.1
1927-07-28;	22.7
1927-07-29;	6.35
1927-07-30;	0
1927-07-31;	0
1927-08-01;	0
1927-08-02;	0
1927-08-03;	0
1927-08-04;	13.9
1927-08-05;	0
1927-08-06;	0
1927-08-07;	0
1927-08-08;	0
1927-08-09;	0
1927-08-10;	0
1927-08-11;	14.8
1927-08-12;	7.35
1927-08-13;	0
1927-08-14;	0
1927-08-15;	0
1927-08-16;	0
1927-08-17;	0.7
1927-08-18;	3.9
1927-08-19;	0
1927-08-20;	0
1927-08-21;	0
1927-08-22;	0
1927-08-23;	0
1927-08-24;	0
1927-08-25;	0
1927-08-26;	0
1927-08-27;	25.2
1927-08-28;	0
1927-08-29;	0
1927-08-30;	0
1927-08-31;	7
1927-09-01;	14.5
1927-09-02;	4.23333333333333
1927-09-03;	0
1927-09-04;	0
1927-09-05;	0
1927-09-06;	4.9
1927-09-07;	0
1927-09-08;	6.03333333333333
1927-09-09;	11.3333333333333
1927-09-10;	21.7666666666667
1927-09-11;	5.13333333333333
1927-09-12;	4.93333333333333
1927-09-13;	0
1927-09-14;	0
1927-09-15;	2.33333333333333
1927-09-16;	10.0666666666667
1927-09-17;	17.6666666666667
1927-09-18;	0
1927-09-19;	0
1927-09-20;	0
1927-09-21;	0
1927-09-22;	7.73333333333333
1927-09-23;	25.5
1927-09-24;	29.2
1927-09-25;	11.45
1927-09-26;	0
1927-09-27;	0
1927-09-28;	19.2
1927-09-29;	5.13333333333333
1927-09-30;	0
1927-10-01;	0
1927-10-02;	0
1927-10-03;	1.56666666666667
1927-10-04;	1.6
1927-10-05;	0
1927-10-06;	0
1927-10-07;	0
1927-10-08;	38.8666666666667
1927-10-09;	1.8
1927-10-10;	0
1927-10-11;	12.4333333333333
1927-10-12;	0
1927-10-13;	0
1927-10-14;	0
1927-10-15;	0
1927-10-16;	3.4
1927-10-17;	0
1927-10-18;	0
1927-10-19;	0
1927-10-20;	15.6666666666667
1927-10-21;	2.06666666666667
1927-10-22;	0
1927-10-23;	0
1927-10-24;	0
1927-10-25;	0
1927-10-26;	19.3
1927-10-27;	0.833333333333333
1927-10-28;	0.6
1927-10-29;	7.33333333333333
1927-10-30;	7.66666666666667
1927-10-31;	2.9
1927-11-01;	0
1927-11-02;	0
1927-11-03;	0
1927-11-04;	0
1927-11-05;	0
1927-11-06;	0
1927-11-07;	0
1927-11-08;	0
1927-11-09;	0
1927-11-10;	0
1927-11-11;	0
1927-11-12;	0
1927-11-13;	0
1927-11-14;	0
1927-11-15;	0
1927-11-16;	0
1927-11-17;	0
1927-11-18;	0
1927-11-19;	0
1927-11-20;	9
1927-11-21;	22.9
1927-11-22;	4.2
1927-11-23;	3.4
1927-11-24;	2.7
1927-11-25;	0
1927-11-26;	0
1927-11-27;	0
1927-11-28;	0
1927-11-29;	0
1927-11-30;	0
1927-12-01;	0
1927-12-02;	0
1927-12-03;	0
1927-12-04;	0
1927-12-05;	0
1927-12-06;	0
1927-12-07;	0
1927-12-08;	0
1927-12-09;	0
1927-12-10;	0
1927-12-11;	0
1927-12-12;	0
1927-12-13;	0
1927-12-14;	0
1927-12-15;	0
1927-12-16;	0
1927-12-17;	0
1927-12-18;	0
1927-12-19;	0
1927-12-20;	0
1927-12-21;	0
1927-12-22;	0
1927-12-23;	0
1927-12-24;	0
1927-12-25;	2.4
1927-12-26;	0
1927-12-27;	0
1927-12-28;	0
1927-12-29;	0
1927-12-30;	0
1927-12-31;	0
1928-01-01;	0
1928-01-02;	0
1928-01-03;	0
1928-01-04;	0
1928-01-05;	0
1928-01-06;	0
1928-01-07;	0
1928-01-08;	0
1928-01-09;	0
1928-01-10;	0
1928-01-11;	0
1928-01-12;	0
1928-01-13;	0
1928-01-14;	0
1928-01-15;	0
1928-01-16;	0
1928-01-17;	0
1928-01-18;	0
1928-01-19;	0
1928-01-20;	0
1928-01-21;	0
1928-01-22;	0
1928-01-23;	0
1928-01-24;	0
1928-01-25;	0
1928-01-26;	0
1928-01-27;	0
1928-01-28;	0
1928-01-29;	2.8
1928-01-30;	2.66666666666667
1928-01-31;	0
1928-02-01;	0
1928-02-02;	0
1928-02-03;	0.6
1928-02-04;	0
1928-02-05;	0
1928-02-06;	0
1928-02-07;	0
1928-02-08;	0
1928-02-09;	0
1928-02-10;	0
1928-02-11;	0
1928-02-12;	0
1928-02-13;	0
1928-02-14;	0
1928-02-15;	0
1928-02-16;	0
1928-02-17;	0
1928-02-18;	0
1928-02-19;	0
1928-02-20;	1.6
1928-02-21;	0
1928-02-22;	0
1928-02-23;	0
1928-02-24;	0
1928-02-25;	0
1928-02-26;	3.5
1928-02-27;	0
1928-02-28;	0
1928-02-29;	10.3
1928-03-01;	0
1928-03-02;	3.4
1928-03-03;	0
1928-03-04;	0
1928-03-05;	0
1928-03-06;	0
1928-03-07;	0
1928-03-08;	0
1928-03-09;	0
1928-03-10;	0
1928-03-11;	0
1928-03-12;	0
1928-03-13;	0
1928-03-14;	0
1928-03-15;	10
1928-03-16;	1
1928-03-17;	0
1928-03-18;	1.33333333333333
1928-03-19;	4
1928-03-20;	3.53333333333333
1928-03-21;	11.4333333333333
1928-03-22;	0
1928-03-23;	0
1928-03-24;	0
1928-03-25;	0
1928-03-26;	0
1928-03-27;	0
1928-03-28;	0
1928-03-29;	0
1928-03-30;	0
1928-03-31;	3.9
1928-04-01;	0.866666666666667
1928-04-02;	0.166666666666667
1928-04-03;	0
1928-04-04;	0
1928-04-05;	0
1928-04-06;	0
1928-04-07;	0
1928-04-08;	0
1928-04-09;	0
1928-04-10;	0
1928-04-11;	0
1928-04-12;	0
1928-04-13;	0
1928-04-14;	0
1928-04-15;	0.333333333333333
1928-04-16;	0
1928-04-17;	0
1928-04-18;	0
1928-04-19;	0
1928-04-20;	0
1928-04-21;	0
1928-04-22;	0
1928-04-23;	0
1928-04-24;	0
1928-04-25;	0
1928-04-26;	0.333333333333333
1928-04-27;	0
1928-04-28;	0
1928-04-29;	0
1928-04-30;	0
1928-05-01;	0
1928-05-02;	0
1928-05-03;	3.8
1928-05-04;	19.45
1928-05-05;	0
1928-05-06;	0
1928-05-07;	0
1928-05-08;	51.65
1928-05-09;	25.4
1928-05-10;	0
1928-05-11;	1.9
1928-05-12;	0.75
1928-05-13;	0
1928-05-14;	7
1928-05-15;	0.65
1928-05-16;	0
1928-05-17;	19.4
1928-05-18;	0
1928-05-19;	18.4
1928-05-20;	3.15
1928-05-21;	1.4
1928-05-22;	0
1928-05-23;	0
1928-05-24;	0
1928-05-25;	0
1928-05-26;	0
1928-05-27;	0
1928-05-28;	10.15
1928-05-29;	0
1928-05-30;	7.5
1928-05-31;	4.85
1928-06-01;	34.2666666666667
1928-06-02;	30.6666666666667
1928-06-03;	0
1928-06-04;	0
1928-06-05;	0
1928-06-06;	0
1928-06-07;	5.76666666666667
1928-06-08;	0
1928-06-09;	3.4
1928-06-10;	0
1928-06-11;	0
1928-06-12;	2.53333333333333
1928-06-13;	0
1928-06-14;	0
1928-06-15;	0
1928-06-16;	0
1928-06-17;	1
1928-06-18;	0
1928-06-19;	0
1928-06-20;	3.4
1928-06-21;	0
1928-06-22;	1.53333333333333
1928-06-23;	3
1928-06-24;	2.13333333333333
1928-06-25;	0
1928-06-26;	0
1928-06-27;	0
1928-06-28;	0
1928-06-29;	0
1928-06-30;	0
1928-07-01;	0
1928-07-02;	3.2
1928-07-03;	3.8
1928-07-04;	6.5
1928-07-05;	12.4
1928-07-06;	1.8
1928-07-07;	1.5
1928-07-08;	4.05
1928-07-09;	1.25
1928-07-10;	6.3
1928-07-11;	0
1928-07-12;	3.4
1928-07-13;	0.4
1928-07-14;	0
1928-07-15;	1.5
1928-07-16;	0
1928-07-17;	4.8
1928-07-18;	0
1928-07-19;	0
1928-07-20;	0
1928-07-21;	0
1928-07-22;	10.15
1928-07-23;	15.3
1928-07-24;	0
1928-07-25;	0
1928-07-26;	0
1928-07-27;	0
1928-07-28;	27.7
1928-07-29;	0
1928-07-30;	0
1928-07-31;	0
1928-08-01;	0
1928-08-02;	0
1928-08-03;	0
1928-08-04;	0
1928-08-05;	0
1928-08-06;	0
1928-08-07;	0
1928-08-08;	0
1928-08-09;	1.6
1928-08-10;	8
1928-08-11;	12.7
1928-08-12;	0
1928-08-13;	1.5
1928-08-14;	22.7
1928-08-15;	0
1928-08-16;	0
1928-08-17;	7
1928-08-18;	5.1
1928-08-19;	1
1928-08-20;	7.6
1928-08-21;	0
1928-08-22;	0
1928-08-23;	11
1928-08-24;	14.1
1928-08-25;	13.95
1928-08-26;	0
1928-08-27;	0
1928-08-28;	0
1928-08-29;	0
1928-08-30;	9.8
1928-08-31;	0
1928-09-01;	7.53333333333333
1928-09-02;	47.2333333333333
1928-09-03;	0
1928-09-04;	3.26666666666667
1928-09-05;	0
1928-09-06;	0
1928-09-07;	0
1928-09-08;	0
1928-09-09;	17.5666666666667
1928-09-10;	0
1928-09-11;	0
1928-09-12;	0
1928-09-13;	10.8
1928-09-14;	13.7
1928-09-15;	0
1928-09-16;	32.9333333333333
1928-09-17;	0
1928-09-18;	35.6333333333333
1928-09-19;	5.03333333333333
1928-09-20;	0
1928-09-21;	0
1928-09-22;	0
1928-09-23;	0
1928-09-24;	4.26666666666667
1928-09-25;	12.8333333333333
1928-09-26;	0
1928-09-27;	0
1928-09-28;	0
1928-09-29;	8.53333333333333
1928-09-30;	1.33333333333333
1928-10-01;	0.666666666666667
1928-10-02;	0
1928-10-03;	0
1928-10-04;	0.4
1928-10-05;	16.8
1928-10-06;	29.2666666666667
1928-10-07;	17.1333333333333
1928-10-08;	0
1928-10-09;	0
1928-10-10;	0
1928-10-11;	0
1928-10-12;	0
1928-10-13;	0
1928-10-14;	0
1928-10-15;	0
1928-10-16;	0
1928-10-17;	0
1928-10-18;	0
1928-10-19;	0
1928-10-20;	0
1928-10-21;	0
1928-10-22;	0
1928-10-23;	8.66666666666667
1928-10-24;	1.33333333333333
1928-10-25;	0
1928-10-26;	0
1928-10-27;	0
1928-10-28;	0
1928-10-29;	0
1928-10-30;	0
1928-10-31;	0
1928-11-01;	1.26666666666667
1928-11-02;	0
1928-11-03;	0
1928-11-04;	0
1928-11-05;	3.13333333333333
1928-11-06;	0
1928-11-07;	0
1928-11-08;	0
1928-11-09;	0
1928-11-10;	0
1928-11-11;	0
1928-11-12;	15.1333333333333
1928-11-13;	0
1928-11-14;	2.73333333333333
1928-11-15;	1.33333333333333
1928-11-16;	0
1928-11-17;	0
1928-11-18;	0
1928-11-19;	1.4
1928-11-20;	6.43333333333333
1928-11-21;	0
1928-11-22;	8.06666666666667
1928-11-23;	7.2
1928-11-24;	0
1928-11-25;	0
1928-11-26;	0
1928-11-27;	1.7
1928-11-28;	0
1928-11-29;	3.63333333333333
1928-11-30;	0
1928-12-01;	0
1928-12-02;	0
1928-12-03;	0
1928-12-04;	0
1928-12-05;	0
1928-12-06;	0
1928-12-07;	0
1928-12-08;	0
1928-12-09;	1.5
1928-12-10;	0
1928-12-11;	1
1928-12-12;	0
1928-12-13;	0
1928-12-14;	0
1928-12-15;	0
1928-12-16;	0
1928-12-17;	0
1928-12-18;	0
1928-12-19;	0
1928-12-20;	0
1928-12-21;	0
1928-12-22;	2
1928-12-23;	12.75
1928-12-24;	0
1928-12-25;	0
1928-12-26;	0
1928-12-27;	0
1928-12-28;	17.25
1928-12-29;	0.65
1928-12-30;	0
1928-12-31;	0
1929-01-01;	NA
1929-01-02;	NA
1929-01-03;	NA
1929-01-04;	NA
1929-01-05;	NA
1929-01-06;	NA
1929-01-07;	NA
1929-01-08;	NA
1929-01-09;	NA
1929-01-10;	NA
1929-01-11;	NA
1929-01-12;	NA
1929-01-13;	NA
1929-01-14;	NA
1929-01-15;	NA
1929-01-16;	NA
1929-01-17;	NA
1929-01-18;	NA
1929-01-19;	NA
1929-01-20;	NA
1929-01-21;	NA
1929-01-22;	NA
1929-01-23;	NA
1929-01-24;	NA
1929-01-25;	NA
1929-01-26;	NA
1929-01-27;	NA
1929-01-28;	NA
1929-01-29;	NA
1929-01-30;	NA
1929-01-31;	NA
1929-02-01;	NA
1929-02-02;	NA
1929-02-03;	NA
1929-02-04;	NA
1929-02-05;	NA
1929-02-06;	NA
1929-02-07;	NA
1929-02-08;	NA
1929-02-09;	NA
1929-02-10;	NA
1929-02-11;	NA
1929-02-12;	NA
1929-02-13;	NA
1929-02-14;	NA
1929-02-15;	NA
1929-02-16;	NA
1929-02-17;	NA
1929-02-18;	NA
1929-02-19;	NA
1929-02-20;	NA
1929-02-21;	NA
1929-02-22;	NA
1929-02-23;	NA
1929-02-24;	NA
1929-02-25;	NA
1929-02-26;	NA
1929-02-27;	NA
1929-02-28;	NA
1929-03-01;	NA
1929-03-02;	NA
1929-03-03;	NA
1929-03-04;	NA
1929-03-05;	NA
1929-03-06;	NA
1929-03-07;	NA
1929-03-08;	NA
1929-03-09;	NA
1929-03-10;	NA
1929-03-11;	NA
1929-03-12;	NA
1929-03-13;	NA
1929-03-14;	NA
1929-03-15;	NA
1929-03-16;	NA
1929-03-17;	NA
1929-03-18;	NA
1929-03-19;	NA
1929-03-20;	NA
1929-03-21;	NA
1929-03-22;	NA
1929-03-23;	NA
1929-03-24;	NA
1929-03-25;	NA
1929-03-26;	NA
1929-03-27;	NA
1929-03-28;	NA
1929-03-29;	NA
1929-03-30;	NA
1929-03-31;	NA
1929-04-01;	NA
1929-04-02;	NA
1929-04-03;	NA
1929-04-04;	NA
1929-04-05;	NA
1929-04-06;	NA
1929-04-07;	NA
1929-04-08;	NA
1929-04-09;	NA
1929-04-10;	NA
1929-04-11;	NA
1929-04-12;	NA
1929-04-13;	NA
1929-04-14;	NA
1929-04-15;	NA
1929-04-16;	NA
1929-04-17;	NA
1929-04-18;	NA
1929-04-19;	NA
1929-04-20;	NA
1929-04-21;	NA
1929-04-22;	NA
1929-04-23;	NA
1929-04-24;	NA
1929-04-25;	NA
1929-04-26;	NA
1929-04-27;	NA
1929-04-28;	NA
1929-04-29;	NA
1929-04-30;	NA
1929-05-01;	NA
1929-05-02;	NA
1929-05-03;	NA
1929-05-04;	NA
1929-05-05;	NA
1929-05-06;	NA
1929-05-07;	NA
1929-05-08;	NA
1929-05-09;	NA
1929-05-10;	NA
1929-05-11;	NA
1929-05-12;	NA
1929-05-13;	NA
1929-05-14;	NA
1929-05-15;	NA
1929-05-16;	NA
1929-05-17;	NA
1929-05-18;	NA
1929-05-19;	NA
1929-05-20;	NA
1929-05-21;	NA
1929-05-22;	NA
1929-05-23;	NA
1929-05-24;	NA
1929-05-25;	NA
1929-05-26;	NA
1929-05-27;	NA
1929-05-28;	NA
1929-05-29;	NA
1929-05-30;	NA
1929-05-31;	NA
1929-06-01;	NA
1929-06-02;	NA
1929-06-03;	NA
1929-06-04;	NA
1929-06-05;	NA
1929-06-06;	NA
1929-06-07;	NA
1929-06-08;	NA
1929-06-09;	NA
1929-06-10;	NA
1929-06-11;	NA
1929-06-12;	NA
1929-06-13;	NA
1929-06-14;	NA
1929-06-15;	NA
1929-06-16;	NA
1929-06-17;	NA
1929-06-18;	NA
1929-06-19;	NA
1929-06-20;	NA
1929-06-21;	NA
1929-06-22;	NA
1929-06-23;	NA
1929-06-24;	NA
1929-06-25;	NA
1929-06-26;	NA
1929-06-27;	NA
1929-06-28;	NA
1929-06-29;	NA
1929-06-30;	NA
1929-07-01;	NA
1929-07-02;	NA
1929-07-03;	NA
1929-07-04;	NA
1929-07-05;	NA
1929-07-06;	NA
1929-07-07;	NA
1929-07-08;	NA
1929-07-09;	NA
1929-07-10;	NA
1929-07-11;	NA
1929-07-12;	NA
1929-07-13;	NA
1929-07-14;	NA
1929-07-15;	NA
1929-07-16;	NA
1929-07-17;	NA
1929-07-18;	NA
1929-07-19;	NA
1929-07-20;	NA
1929-07-21;	NA
1929-07-22;	NA
1929-07-23;	NA
1929-07-24;	NA
1929-07-25;	NA
1929-07-26;	NA
1929-07-27;	NA
1929-07-28;	NA
1929-07-29;	NA
1929-07-30;	NA
1929-07-31;	NA
1929-08-01;	5
1929-08-02;	22.3
1929-08-03;	0
1929-08-04;	0
1929-08-05;	0.0666666666666667
1929-08-06;	0.4
1929-08-07;	3.4
1929-08-08;	6.96666666666667
1929-08-09;	11.9333333333333
1929-08-10;	2.6
1929-08-11;	0
1929-08-12;	0
1929-08-13;	0.866666666666667
1929-08-14;	0
1929-08-15;	0
1929-08-16;	0.466666666666667
1929-08-17;	0
1929-08-18;	0
1929-08-19;	0
1929-08-20;	4.2
1929-08-21;	8.23333333333333
1929-08-22;	9.96666666666667
1929-08-23;	0
1929-08-24;	0
1929-08-25;	2.63333333333333
1929-08-26;	5.33333333333333
1929-08-27;	3.4
1929-08-28;	0
1929-08-29;	0
1929-08-30;	0
1929-08-31;	17.4
1929-09-01;	8.63333333333333
1929-09-02;	3.96666666666667
1929-09-03;	0
1929-09-04;	0
1929-09-05;	0
1929-09-06;	0
1929-09-07;	5.63333333333333
1929-09-08;	0.666666666666667
1929-09-09;	0
1929-09-10;	0
1929-09-11;	0
1929-09-12;	0
1929-09-13;	0
1929-09-14;	0
1929-09-15;	16.2666666666667
1929-09-16;	0.7
1929-09-17;	11.8
1929-09-18;	6.56666666666667
1929-09-19;	2.3
1929-09-20;	10
1929-09-21;	2
1929-09-22;	1.93333333333333
1929-09-23;	0
1929-09-24;	20.0333333333333
1929-09-25;	0
1929-09-26;	20.7333333333333
1929-09-27;	18
1929-09-28;	2.86666666666667
1929-09-29;	13.5333333333333
1929-09-30;	6.73333333333333
1929-10-01;	0
1929-10-02;	0
1929-10-03;	0
1929-10-04;	0
1929-10-05;	0
1929-10-06;	0
1929-10-07;	8.1
1929-10-08;	0
1929-10-09;	0
1929-10-10;	0
1929-10-11;	4
1929-10-12;	0
1929-10-13;	0
1929-10-14;	0
1929-10-15;	0
1929-10-16;	0
1929-10-17;	0
1929-10-18;	0
1929-10-19;	17.7
1929-10-20;	0
1929-10-21;	0
1929-10-22;	3
1929-10-23;	9.1
1929-10-24;	9
1929-10-25;	0
1929-10-26;	10.7
1929-10-27;	0
1929-10-28;	0
1929-10-29;	3.7
1929-10-30;	0
1929-10-31;	0
1929-11-01;	0
1929-11-02;	0
1929-11-03;	0
1929-11-04;	0
1929-11-05;	0
1929-11-06;	0
1929-11-07;	0
1929-11-08;	0
1929-11-09;	0
1929-11-10;	0
1929-11-11;	0
1929-11-12;	0
1929-11-13;	0
1929-11-14;	0
1929-11-15;	0
1929-11-16;	0
1929-11-17;	0
1929-11-18;	0
1929-11-19;	0
1929-11-20;	0
1929-11-21;	0
1929-11-22;	0
1929-11-23;	0
1929-11-24;	0
1929-11-25;	0
1929-11-26;	0
1929-11-27;	0
1929-11-28;	0
1929-11-29;	3.86666666666667
1929-11-30;	0
1929-12-01;	0
1929-12-02;	0
1929-12-03;	0
1929-12-04;	0
1929-12-05;	0
1929-12-06;	0
1929-12-07;	0
1929-12-08;	0
1929-12-09;	0
1929-12-10;	0
1929-12-11;	0
1929-12-12;	0
1929-12-13;	0
1929-12-14;	0
1929-12-15;	0
1929-12-16;	0
1929-12-17;	0
1929-12-18;	0
1929-12-19;	0
1929-12-20;	0
1929-12-21;	0
1929-12-22;	0
1929-12-23;	0
1929-12-24;	0
1929-12-25;	0
1929-12-26;	0
1929-12-27;	0
1929-12-28;	0
1929-12-29;	0
1929-12-30;	0
1929-12-31;	0
1930-01-01;	0
1930-01-02;	0
1930-01-03;	0
1930-01-04;	0
1930-01-05;	0
1930-01-06;	0
1930-01-07;	0
1930-01-08;	0
1930-01-09;	0
1930-01-10;	0
1930-01-11;	5
1930-01-12;	0
1930-01-13;	0.333333333333333
1930-01-14;	1.26666666666667
1930-01-15;	0
1930-01-16;	0
1930-01-17;	0
1930-01-18;	0
1930-01-19;	0
1930-01-20;	0
1930-01-21;	0
1930-01-22;	0
1930-01-23;	0
1930-01-24;	0
1930-01-25;	3.16666666666667
1930-01-26;	0
1930-01-27;	0
1930-01-28;	0
1930-01-29;	0
1930-01-30;	0
1930-01-31;	0
1930-02-01;	0
1930-02-02;	0
1930-02-03;	0
1930-02-04;	0
1930-02-05;	0
1930-02-06;	0
1930-02-07;	0
1930-02-08;	2.33333333333333
1930-02-09;	0
1930-02-10;	0
1930-02-11;	0
1930-02-12;	0
1930-02-13;	0
1930-02-14;	0
1930-02-15;	0.666666666666667
1930-02-16;	1.46666666666667
1930-02-17;	3.53333333333333
1930-02-18;	0
1930-02-19;	1.03333333333333
1930-02-20;	0
1930-02-21;	0
1930-02-22;	1.33333333333333
1930-02-23;	0
1930-02-24;	0
1930-02-25;	3.4
1930-02-26;	0
1930-02-27;	0
1930-02-28;	0
1930-03-01;	0
1930-03-02;	0
1930-03-03;	0
1930-03-04;	9.25
1930-03-05;	0
1930-03-06;	0
1930-03-07;	0
1930-03-08;	0
1930-03-09;	0
1930-03-10;	0
1930-03-11;	0
1930-03-12;	0
1930-03-13;	0
1930-03-14;	0
1930-03-15;	0
1930-03-16;	1.15
1930-03-17;	0.2
1930-03-18;	0
1930-03-19;	0
1930-03-20;	0
1930-03-21;	0
1930-03-22;	0
1930-03-23;	0
1930-03-24;	0
1930-03-25;	0
1930-03-26;	0
1930-03-27;	0
1930-03-28;	0
1930-03-29;	0
1930-03-30;	0
1930-03-31;	0
1930-04-01;	0
1930-04-02;	0
1930-04-03;	0
1930-04-04;	0
1930-04-05;	0
1930-04-06;	0
1930-04-07;	1.2
1930-04-08;	0
1930-04-09;	0
1930-04-10;	1.73333333333333
1930-04-11;	0
1930-04-12;	0
1930-04-13;	0
1930-04-14;	1.33333333333333
1930-04-15;	1.33333333333333
1930-04-16;	0
1930-04-17;	1.46666666666667
1930-04-18;	0
1930-04-19;	0
1930-04-20;	0
1930-04-21;	0
1930-04-22;	0
1930-04-23;	3
1930-04-24;	0
1930-04-25;	0
1930-04-26;	0
1930-04-27;	7.66666666666667
1930-04-28;	1.66666666666667
1930-04-29;	10.3666666666667
1930-04-30;	23.7666666666667
1930-05-01;	10.85
1930-05-02;	0
1930-05-03;	5
1930-05-04;	28.2
1930-05-05;	35.85
1930-05-06;	21.1
1930-05-07;	20.5
1930-05-08;	1
1930-05-09;	2.15
1930-05-10;	45
1930-05-11;	0
1930-05-12;	0
1930-05-13;	0
1930-05-14;	1
1930-05-15;	14.35
1930-05-16;	7.85
1930-05-17;	0
1930-05-18;	0
1930-05-19;	0
1930-05-20;	0
1930-05-21;	0
1930-05-22;	15
1930-05-23;	17
1930-05-24;	0
1930-05-25;	1.5
1930-05-26;	2
1930-05-27;	0
1930-05-28;	0
1930-05-29;	0
1930-05-30;	0
1930-05-31;	0
1930-06-01;	0
1930-06-02;	8.5
1930-06-03;	3
1930-06-04;	0
1930-06-05;	0
1930-06-06;	0
