## ================================================================================================================		
## Date de Création du fichier     : 2022-11-28		
## Auteur                          : Observatoire météorologique du petit-Séminaire Collège St Martial		
## Créateur du fichier	           : Ralph Bathelemy (bathelemy@geoazur.unice.fr)	
## Entité                          : URGEO - GEOAZUR - INRAE		
## ================================================================================================================		
## Nom station                     : MIREBALAIS		
## ----------------------------------------------------------------------------------------------------------------		
## Longitude                       : -72.117         	 (Moron et al., 2015 [°W])	
## Latitude                        : 18.833          	 (Moron et al., 2015 [°N])	
## Données manquantes              :   2             	 [%]	
## Pluies disponibles              : 1920-01-01      	 1940-12-31	
## ================================================================================================================		
## Champs----------------------------------------------------------------------------------------------------------		
## Date                            : date [AAAA-MM-JJ]		
## P                               : Pluie [mm/j]		
## ================================================================================================================		
## Moron, V., Frelat, R., Jean-Jeune, P.K., Gaucherel, C., 2015. Interannual and intra-annual variability of		
## rainfall in Haiti (1905–2005). Clim. Dyn. 45, 915–932. https://doi.org/10.1007/s00382-014-2326-y		
## ================================================================================================================		
		
Date		P
04/06/1927		0
05/06/1927		12.3
06/06/1927		23.5
07/06/1927		14.2
08/06/1927		27.3
09/06/1927		0
10/06/1927		22.4
11/06/1927		0
12/06/1927		0
13/06/1927		0
14/06/1927		0
15/06/1927		0
16/06/1927		0
17/06/1927		0
18/06/1927		15.2
19/06/1927		37.5
20/06/1927		37.3
21/06/1927		0
22/06/1927		0
23/06/1927		0
24/06/1927		0
25/06/1927		0
26/06/1927		23.5
27/06/1927		34.2
28/06/1927		15.3
29/06/1927		26.4
30/06/1927		43.3
01/07/1927		0
02/07/1927		17.2
03/07/1927		32.5
04/07/1927		14.3
05/07/1927		0
06/07/1927		21.3
07/07/1927		19.4
08/07/1927		NA
09/07/1927		11.5
10/07/1927		23.2
11/07/1927		26.3
12/07/1927		0
13/07/1927		0
14/07/1927		0
15/07/1927		34.2
16/07/1927		0
17/07/1927		23.5
18/07/1927		0
19/07/1927		0
20/07/1927		0
21/07/1927		11.3
22/07/1927		34.2
23/07/1927		0
24/07/1927		0
25/07/1927		0
26/07/1927		0
27/07/1927		0
28/07/1927		19.5
29/07/1927		43.2
30/07/1927		10.4
31/07/1927		22.3
01/08/1927		15.4
02/08/1927		0
03/08/1927		27.5
04/08/1927		7.3
05/08/1927		0
06/08/1927		0
07/08/1927		11.2
08/08/1927		57.5
09/08/1927		35.4
10/08/1927		32.3
11/08/1927		26.5
12/08/1927		21.4
13/08/1927		16.4
14/08/1927		11.5
15/08/1927		0
16/08/1927		49.3
17/08/1927		26.2
18/08/1927		23.5
19/08/1927		49.3
20/08/1927		0
21/08/1927		0
22/08/1927		28.2
23/08/1927		47.3
24/08/1927		42.5
25/08/1927		0
26/08/1927		0
27/08/1927		15.4
28/08/1927		38.2
29/08/1927		7.4
30/08/1927		36.3
31/08/1927		44.5
01/09/1927		0
02/09/1927		0
03/09/1927		0
04/09/1927		0
05/09/1927		34.5
06/09/1927		47.3
07/09/1927		35.4
08/09/1927		49.3
09/09/1927		0
10/09/1927		38.4
11/09/1927		0
12/09/1927		0
13/09/1927		0
14/09/1927		27.3
15/09/1927		0
16/09/1927		35.4
17/09/1927		42.3
18/09/1927		37.5
19/09/1927		0
20/09/1927		25.3
21/09/1927		28.2
22/09/1927		46.4
23/09/1927		24.5
24/09/1927		27.3
25/09/1927		16.4
26/09/1927		22.3
27/09/1927		29.4
28/09/1927		32.3
29/09/1927		0
30/09/1927		0
01/10/1927		0
02/10/1927		0
03/10/1927		32.4
04/10/1927		11.5
05/10/1927		0
06/10/1927		22.3
07/10/1927		0
08/10/1927		60.9
09/10/1927		24.2
10/10/1927		11.4
11/10/1927		0
12/10/1927		49.5
13/10/1927		47.4
14/10/1927		36.3
15/10/1927		21.4
16/10/1927		0
17/10/1927		0
18/10/1927		0
19/10/1927		0
20/10/1927		0
21/10/1927		34.3
22/10/1927		26.5
23/10/1927		32.4
24/10/1927		21.3
25/10/1927		0
26/10/1927		16.5
27/10/1927		0
28/10/1927		27.3
29/10/1927		0
30/10/1927		17.4
31/10/1927		0
01/11/1927		0
02/11/1927		0
03/11/1927		0
04/11/1927		0
05/11/1927		0
06/11/1927		0
07/11/1927		0
08/11/1927		0
09/11/1927		0
10/11/1927		27.4
11/11/1927		22.3
12/11/1927		0
13/11/1927		0
14/11/1927		15.4
15/11/1927		40.5
16/11/1927		0
17/11/1927		0
18/11/1927		0
19/11/1927		32.4
20/11/1927		14.3
21/11/1927		16.2
22/11/1927		0
23/11/1927		0
24/11/1927		0
25/11/1927		43.4
26/11/1927		18.2
27/11/1927		0
28/11/1927		0
29/11/1927		0
30/11/1927		0
01/12/1927		0
02/12/1927		0
03/12/1927		0
04/12/1927		0
05/12/1927		0
06/12/1927		0
07/12/1927		0
08/12/1927		0
09/12/1927		0
10/12/1927		0
11/12/1927		0
12/12/1927		0
13/12/1927		23.4
14/12/1927		0
15/12/1927		0
16/12/1927		0
17/12/1927		0
18/12/1927		0
19/12/1927		0
20/12/1927		0
21/12/1927		0
22/12/1927		0
23/12/1927		0
24/12/1927		0
25/12/1927		0
26/12/1927		0
27/12/1927		0
28/12/1927		0
29/12/1927		0
30/12/1927		0
31/12/1927		0
01/01/1928		0
02/01/1928		0
03/01/1928		0
04/01/1928		0
05/01/1928		0
06/01/1928		0
07/01/1928		0
08/01/1928		0
09/01/1928		0
10/01/1928		0
11/01/1928		0
12/01/1928		0
13/01/1928		0
14/01/1928		0
15/01/1928		0
16/01/1928		0
17/01/1928		0
18/01/1928		0
19/01/1928		0
20/01/1928		0
21/01/1928		0
22/01/1928		0
23/01/1928		0
24/01/1928		0
25/01/1928		0
26/01/1928		0
27/01/1928		0
28/01/1928		0
29/01/1928		0
30/01/1928		0
31/01/1928		28.3
01/02/1928		0
02/02/1928		29.5
03/02/1928		23.2
04/02/1928		0
05/02/1928		0
06/02/1928		0
07/02/1928		0
08/02/1928		0
09/02/1928		0
10/02/1928		0
11/02/1928		0
12/02/1928		0
13/02/1928		0
14/02/1928		0
15/02/1928		0
16/02/1928		0
17/02/1928		0
18/02/1928		0
19/02/1928		0
20/02/1928		0
21/02/1928		0
22/02/1928		0
23/02/1928		0
24/02/1928		0
25/02/1928		0
26/02/1928		0
27/02/1928		0
28/02/1928		12.3
29/02/1928		11.5
01/03/1928		14.2
02/03/1928		23.3
03/03/1928		0
04/03/1928		7.2
05/03/1928		9.3
06/03/1928		0
07/03/1928		0
08/03/1928		23.4
09/03/1928		0
10/03/1928		25.4
11/03/1928		0
12/03/1928		0
13/03/1928		0
14/03/1928		24.2
15/03/1928		47.3
16/03/1928		0
17/03/1928		0
18/03/1928		0
19/03/1928		11.3
20/03/1928		16.4
21/03/1928		0
22/03/1928		29.2
23/03/1928		0
24/03/1928		0
25/03/1928		0
26/03/1928		0
27/03/1928		0
28/03/1928		9.3
29/03/1928		14.2
30/03/1928		0
31/03/1928		0
01/04/1928		0
02/04/1928		0
03/04/1928		21.4
04/04/1928		17.3
05/04/1928		0
06/04/1928		0
07/04/1928		0
08/04/1928		0
09/04/1928		0
10/04/1928		0
11/04/1928		0
12/04/1928		0
13/04/1928		0
14/04/1928		0
15/04/1928		0
16/04/1928		14.2
17/04/1928		0
18/04/1928		0
19/04/1928		0
20/04/1928		15.3
21/04/1928		19.2
22/04/1928		11.4
23/04/1928		0
24/04/1928		0
25/04/1928		16.3
26/04/1928		0
27/04/1928		0
28/04/1928		9.4
29/04/1928		47.2
30/04/1928		0
01/05/1928		15.3
02/05/1928		18.4
03/05/1928		25.2
04/05/1928		48.5
05/05/1928		0
06/05/1928		0
07/05/1928		0
08/05/1928		27.4
09/05/1928		66.3
10/05/1928		0
11/05/1928		45.4
12/05/1928		0
13/05/1928		42.5
14/05/1928		56.4
15/05/1928		72.5
16/05/1928		47.3
17/05/1928		35.4
18/05/1928		48.3
19/05/1928		35.4
20/05/1928		42.5
21/05/1928		26.4
22/05/1928		0
23/05/1928		0
24/05/1928		0
25/05/1928		0
26/05/1928		0
27/05/1928		0
28/05/1928		37.5
29/05/1928		0
30/05/1928		18.2
31/05/1928		14.3
01/06/1928		21.4
02/06/1928		0
03/06/1928		0
04/06/1928		0
05/06/1928		0
06/06/1928		0
07/06/1928		0
08/06/1928		0
09/06/1928		0
10/06/1928		7.3
11/06/1928		0
12/06/1928		0
13/06/1928		0
14/06/1928		15.4
15/06/1928		29.5
16/06/1928		0
17/06/1928		0
18/06/1928		0
19/06/1928		42.3
20/06/1928		45.4
21/06/1928		62.3
22/06/1928		28.4
23/06/1928		0
24/06/1928		26.2
25/06/1928		0
26/06/1928		0
27/06/1928		35.3
28/06/1928		11.4
29/06/1928		0
30/06/1928		0
01/07/1928		46.4
02/07/1928		0
03/07/1928		35.3
04/07/1928		0
05/07/1928		0
06/07/1928		23.4
07/07/1928		16.3
08/07/1928		21.5
09/07/1928		17.3
10/07/1928		0
11/07/1928		0
12/07/1928		37.4
13/07/1928		0
14/07/1928		42.3
15/07/1928		0
16/07/1928		0
17/07/1928		0
18/07/1928		0
19/07/1928		16.2
20/07/1928		0
21/07/1928		0
22/07/1928		11.3
23/07/1928		0
24/07/1928		15.4
25/07/1928		0
26/07/1928		4.2
27/07/1928		0
28/07/1928		0
29/07/1928		35.4
30/07/1928		38.5
31/07/1928		43.3
01/08/1928		0
02/08/1928		34.5
03/08/1928		0
04/08/1928		23.4
05/08/1928		0
06/08/1928		0
07/08/1928		4.3
08/08/1928		0
09/08/1928		43.5
10/08/1928		44.3
11/08/1928		0
12/08/1928		0
13/08/1928		0
14/08/1928		22.5
15/08/1928		47.2
16/08/1928		29.4
17/08/1928		26.5
18/08/1928		0
19/08/1928		17.3
20/08/1928		0
21/08/1928		18.4
22/08/1928		45.5
23/08/1928		35.3
24/08/1928		47.5
25/08/1928		54.3
26/08/1928		0
27/08/1928		32.5
28/08/1928		17.4
29/08/1928		75.3
30/08/1928		22.4
31/08/1928		49.2
01/09/1928		0
02/09/1928		34.5
03/09/1928		32.4
04/09/1928		37.2
05/09/1928		0
06/09/1928		39.3
07/09/1928		23.4
08/09/1928		17.5
09/09/1928		0
10/09/1928		0
11/09/1928		63.4
12/09/1928		0
13/09/1928		0
14/09/1928		27.2
15/09/1928		0
16/09/1928		0
17/09/1928		32.3
18/09/1928		0
19/09/1928		24.1
20/09/1928		0
21/09/1928		0
22/09/1928		37.3
23/09/1928		29.4
24/09/1928		26.3
25/09/1928		59.4
26/09/1928		0
27/09/1928		0
28/09/1928		35.2
29/09/1928		0
30/09/1928		72.5
01/10/1928		38.3
02/10/1928		26.4
03/10/1928		0
04/10/1928		65.3
05/10/1928		47.5
06/10/1928		15.2
07/10/1928		22.4
08/10/1928		34.5
09/10/1928		47.3
10/10/1928		35.2
11/10/1928		38.5
12/10/1928		0
13/10/1928		0
14/10/1928		0
15/10/1928		18.4
16/10/1928		0
17/10/1928		0
18/10/1928		0
19/10/1928		0
20/10/1928		25.3
21/10/1928		0
22/10/1928		0
23/10/1928		7.4
24/10/1928		68.3
25/10/1928		69.4
26/10/1928		46.5
27/10/1928		0
28/10/1928		0
29/10/1928		23.4
30/10/1928		75.3
31/10/1928		22.4
01/11/1928		45.3
02/11/1928		17.5
03/11/1928		47.8
04/11/1928		0
05/11/1928		36.5
06/11/1928		45.3
07/11/1928		0
08/11/1928		0
09/11/1928		0
10/11/1928		0
11/11/1928		39.2
12/11/1928		0
13/11/1928		0
14/11/1928		0
15/11/1928		22.3
16/11/1928		0
17/11/1928		0
18/11/1928		0
19/11/1928		0
20/11/1928		0
21/11/1928		52.4
22/11/1928		0
23/11/1928		0
24/11/1928		0
25/11/1928		0
26/11/1928		0
27/11/1928		11.2
28/11/1928		0
29/11/1928		0
30/11/1928		0
01/12/1928		27.2
02/12/1928		0
03/12/1928		0
04/12/1928		0
05/12/1928		0
06/12/1928		0
07/12/1928		0
08/12/1928		0
09/12/1928		16.3
10/12/1928		12.4
11/12/1928		0
12/12/1928		39.4
13/12/1928		0
14/12/1928		0
15/12/1928		0
16/12/1928		0
17/12/1928		0
18/12/1928		0
19/12/1928		0
20/12/1928		0
21/12/1928		0
22/12/1928		0
23/12/1928		0
24/12/1928		7.3
25/12/1928		0
26/12/1928		0
27/12/1928		0
28/12/1928		15.2
29/12/1928		25.3
30/12/1928		0
31/12/1928		0
01/01/1929		0
02/01/1929		0
03/01/1929		0
04/01/1929		0
05/01/1929		0
06/01/1929		0
07/01/1929		0
08/01/1929		0
09/01/1929		0
10/01/1929		0
11/01/1929		0
12/01/1929		0
13/01/1929		0
14/01/1929		0
15/01/1929		0
16/01/1929		0
17/01/1929		0
18/01/1929		0
19/01/1929		0
20/01/1929		0
21/01/1929		0
22/01/1929		0
23/01/1929		0
24/01/1929		0
25/01/1929		0
26/01/1929		0
27/01/1929		0
28/01/1929		0
29/01/1929		0
30/01/1929		0
31/01/1929		NA
01/02/1929		0
02/02/1929		2
03/02/1929		2.2
04/02/1929		5.1
05/02/1929		0
06/02/1929		0
07/02/1929		11.2
08/02/1929		0
09/02/1929		0
10/02/1929		0
11/02/1929		0
12/02/1929		0
13/02/1929		0
14/02/1929		0
15/02/1929		0
16/02/1929		0
17/02/1929		0
18/02/1929		0
19/02/1929		0
20/02/1929		0
21/02/1929		0
22/02/1929		0
23/02/1929		0
24/02/1929		0
25/02/1929		0
26/02/1929		0
27/02/1929		0
28/02/1929		0
01/03/1929		NA
02/03/1929		NA
03/03/1929		NA
04/03/1929		NA
05/03/1929		NA
06/03/1929		NA
07/03/1929		NA
08/03/1929		NA
09/03/1929		NA
10/03/1929		NA
11/03/1929		NA
12/03/1929		NA
13/03/1929		NA
14/03/1929		NA
15/03/1929		NA
16/03/1929		NA
17/03/1929		NA
18/03/1929		NA
19/03/1929		NA
20/03/1929		NA
21/03/1929		NA
22/03/1929		NA
23/03/1929		NA
24/03/1929		NA
25/03/1929		NA
26/03/1929		NA
27/03/1929		NA
28/03/1929		NA
29/03/1929		NA
30/03/1929		NA
31/03/1929		NA
01/04/1929		NA
02/04/1929		NA
03/04/1929		NA
04/04/1929		NA
05/04/1929		NA
06/04/1929		NA
07/04/1929		NA
08/04/1929		NA
09/04/1929		NA
10/04/1929		NA
11/04/1929		NA
12/04/1929		NA
13/04/1929		NA
14/04/1929		NA
15/04/1929		NA
16/04/1929		NA
17/04/1929		NA
18/04/1929		NA
19/04/1929		NA
20/04/1929		NA
21/04/1929		NA
22/04/1929		NA
23/04/1929		NA
24/04/1929		NA
25/04/1929		NA
26/04/1929		NA
27/04/1929		NA
28/04/1929		NA
29/04/1929		NA
30/04/1929		NA
01/05/1929		NA
02/05/1929		NA
03/05/1929		NA
04/05/1929		NA
05/05/1929		NA
06/05/1929		NA
07/05/1929		NA
08/05/1929		NA
09/05/1929		NA
10/05/1929		NA
11/05/1929		NA
12/05/1929		NA
13/05/1929		NA
14/05/1929		NA
15/05/1929		NA
16/05/1929		NA
17/05/1929		NA
18/05/1929		NA
19/05/1929		NA
20/05/1929		NA
21/05/1929		NA
22/05/1929		NA
23/05/1929		NA
24/05/1929		NA
25/05/1929		NA
26/05/1929		NA
27/05/1929		NA
28/05/1929		NA
29/05/1929		NA
30/05/1929		NA
31/05/1929		NA
01/06/1929		NA
02/06/1929		NA
03/06/1929		NA
04/06/1929		NA
05/06/1929		NA
06/06/1929		NA
07/06/1929		NA
08/06/1929		NA
09/06/1929		NA
10/06/1929		NA
11/06/1929		NA
12/06/1929		NA
13/06/1929		NA
14/06/1929		NA
15/06/1929		NA
16/06/1929		NA
17/06/1929		NA
18/06/1929		NA
19/06/1929		NA
20/06/1929		NA
21/06/1929		NA
22/06/1929		NA
23/06/1929		NA
24/06/1929		NA
25/06/1929		NA
26/06/1929		NA
27/06/1929		NA
28/06/1929		NA
29/06/1929		NA
30/06/1929		NA
01/07/1929		NA
02/07/1929		NA
03/07/1929		NA
04/07/1929		NA
05/07/1929		NA
06/07/1929		NA
07/07/1929		NA
08/07/1929		NA
09/07/1929		NA
10/07/1929		NA
11/07/1929		NA
12/07/1929		NA
13/07/1929		NA
14/07/1929		NA
15/07/1929		NA
16/07/1929		NA
17/07/1929		NA
18/07/1929		NA
19/07/1929		NA
20/07/1929		NA
21/07/1929		NA
22/07/1929		NA
23/07/1929		NA
24/07/1929		NA
25/07/1929		NA
26/07/1929		NA
27/07/1929		NA
28/07/1929		NA
29/07/1929		NA
30/07/1929		NA
31/07/1929		NA
01/08/1929		0
02/08/1929		25.4
03/08/1929		15.2
04/08/1929		36.3
05/08/1929		0
06/08/1929		43.5
07/08/1929		11.3
08/08/1929		27.4
09/08/1929		0
10/08/1929		45.3
11/08/1929		0
12/08/1929		0
13/08/1929		27.3
14/08/1929		12.4
15/08/1929		14.7
16/08/1929		0
17/08/1929		21.5
18/08/1929		26.2
19/08/1929		0
20/08/1929		0
21/08/1929		0
22/08/1929		78.4
23/08/1929		0
24/08/1929		34.5
25/08/1929		18.2
26/08/1929		0
27/08/1929		23.3
28/08/1929		16.4
29/08/1929		17.3
30/08/1929		45.4
31/08/1929		23.5
01/09/1929		15.2
02/09/1929		0
03/09/1929		0
04/09/1929		0
05/09/1929		44.3
06/09/1929		47.2
07/09/1929		0
08/09/1929		12.4
09/09/1929		23.5
10/09/1929		0
11/09/1929		0
12/09/1929		0
13/09/1929		0
14/09/1929		22.4
15/09/1929		35.3
16/09/1929		11.5
17/09/1929		10.3
18/09/1929		14.2
19/09/1929		21.4
20/09/1929		29.2
21/09/1929		12.4
22/09/1929		0
23/09/1929		0
24/09/1929		23.5
25/09/1929		0
26/09/1929		15.3
27/09/1929		20.4
28/09/1929		17.5
29/09/1929		25.3
30/09/1929		16.4
01/10/1929		27.3
02/10/1929		23.4
03/10/1929		45.3
04/10/1929		0
05/10/1929		12.2
06/10/1929		28.3
07/10/1929		14.3
08/10/1929		0
09/10/1929		10.4
10/10/1929		12.3
11/10/1929		15.2
12/10/1929		0
13/10/1929		0
14/10/1929		0
15/10/1929		0
16/10/1929		25.3
17/10/1929		0
18/10/1929		0
19/10/1929		0
20/10/1929		0
21/10/1929		0
22/10/1929		26.4
23/10/1929		16.5
24/10/1929		37.3
25/10/1929		0
26/10/1929		29.4
27/10/1929		32.4
28/10/1929		0
29/10/1929		28.2
30/10/1929		0
31/10/1929		0
01/11/1929		34.2
02/11/1929		0
03/11/1929		0
04/11/1929		0
05/11/1929		0
06/11/1929		0
07/11/1929		0
08/11/1929		74.5
09/11/1929		0
10/11/1929		0
11/11/1929		0
12/11/1929		0
13/11/1929		0
14/11/1929		0
15/11/1929		0
16/11/1929		0
17/11/1929		0
18/11/1929		0
19/11/1929		23.5
20/11/1929		0
21/11/1929		10.4
22/11/1929		0
23/11/1929		0
24/11/1929		0
25/11/1929		0
26/11/1929		0
27/11/1929		0
28/11/1929		25.3
29/11/1929		0
30/11/1929		0
01/12/1929		0
02/12/1929		0
03/12/1929		0
04/12/1929		55.3
05/12/1929		47.4
06/12/1929		0
07/12/1929		0
08/12/1929		0
09/12/1929		0
10/12/1929		0
11/12/1929		0
12/12/1929		0
13/12/1929		0
14/12/1929		0
15/12/1929		0
16/12/1929		15.2
17/12/1929		0
18/12/1929		0
19/12/1929		0
20/12/1929		0
21/12/1929		0
22/12/1929		0
23/12/1929		0
24/12/1929		8.2
25/12/1929		0
26/12/1929		0
27/12/1929		0
28/12/1929		0
29/12/1929		0
30/12/1929		0
31/12/1929		0
01/01/1930		0
02/01/1930		15.3
03/01/1930		0
04/01/1930		0
05/01/1930		0
06/01/1930		0
07/01/1930		0
08/01/1930		0
09/01/1930		0
10/01/1930		14.5
11/01/1930		0
12/01/1930		15.3
13/01/1930		22.2
14/01/1930		0
15/01/1930		0
16/01/1930		0
17/01/1930		19.3
18/01/1930		0
19/01/1930		0
20/01/1930		0
21/01/1930		0
22/01/1930		0
23/01/1930		27.2
24/01/1930		0
25/01/1930		24.3
26/01/1930		17.4
27/01/1930		12.2
28/01/1930		0
29/01/1930		0
30/01/1930		0
31/01/1930		0
01/02/1930		0
02/02/1930		11.3
03/02/1930		0
04/02/1930		0
05/02/1930		0
06/02/1930		0
07/02/1930		0
08/02/1930		23.2
09/02/1930		0
10/02/1930		0
11/02/1930		0
12/02/1930		0
13/02/1930		0
14/02/1930		29.3
15/02/1930		0
16/02/1930		0
17/02/1930		23.4
18/02/1930		25.3
19/02/1930		0
20/02/1930		36.3
21/02/1930		0
22/02/1930		0
23/02/1930		14.2
24/02/1930		11.5
25/02/1930		0
26/02/1930		0
27/02/1930		0
28/02/1930		0
01/03/1930		0
02/03/1930		0
03/03/1930		0
04/03/1930		0
05/03/1930		0
06/03/1930		0
07/03/1930		0
08/03/1930		0
09/03/1930		0
10/03/1930		0
11/03/1930		8.3
12/03/1930		15.4
13/03/1930		0
14/03/1930		0
15/03/1930		0
16/03/1930		0
17/03/1930		0
18/03/1930		0
19/03/1930		0
20/03/1930		0
21/03/1930		0
22/03/1930		0
23/03/1930		0
24/03/1930		0
25/03/1930		0
26/03/1930		0
27/03/1930		0
28/03/1930		0
29/03/1930		0
30/03/1930		0
31/03/1930		0
01/04/1930		0
02/04/1930		0
03/04/1930		0
04/04/1930		0
05/04/1930		0
06/04/1930		10.2
07/04/1930		7.3
08/04/1930		16.4
09/04/1930		32.3
10/04/1930		5.4
11/04/1930		0
12/04/1930		0
13/04/1930		0
14/04/1930		27.3
15/04/1930		45.4
16/04/1930		28.2
17/04/1930		23.4
18/04/1930		39.3
19/04/1930		11.4
20/04/1930		36.2
21/04/1930		0
22/04/1930		0
23/04/1930		15.3
24/04/1930		0
25/04/1930		12.4
26/04/1930		0
27/04/1930		0
28/04/1930		0
29/04/1930		55.2
30/04/1930		46.5
01/05/1930		57.3
02/05/1930		0
03/05/1930		0
04/05/1930		25.3
05/05/1930		0
06/05/1930		0
07/05/1930		69.4
08/05/1930		37.2
09/05/1930		0
10/05/1930		46.5
11/05/1930		23.2
12/05/1930		0
13/05/1930		0
14/05/1930		0
15/05/1930		0
16/05/1930		0
17/05/1930		0
18/05/1930		0
19/05/1930		0
20/05/1930		0
21/05/1930		28.3
22/05/1930		43.3
23/05/1930		0
24/05/1930		52.3
25/05/1930		0
26/05/1930		0
27/05/1930		0
28/05/1930		48.2
29/05/1930		0
30/05/1930		0
31/05/1930		29.4
01/06/1930		35.3
02/06/1930		34.4
03/06/1930		0
04/06/1930		21.5
05/06/1930		34.3
06/06/1930		25.2
07/06/1930		0
08/06/1930		30.5
09/06/1930		48.3
10/06/1930		53.4
11/06/1930		46.3
12/06/1930		37.4
13/06/1930		0
14/06/1930		0
15/06/1930		0
16/06/1930		0
17/06/1930		0
18/06/1930		49.3
19/06/1930		0
20/06/1930		0
21/06/1930		37.4
22/06/1930		18.3
23/06/1930		25.2
24/06/1930		46.5
25/06/1930		53.4
26/06/1930		0
27/06/1930		0
28/06/1930		0
29/06/1930		14.3
30/06/1930		52.5
01/07/1930		0
02/07/1930		17.3
03/07/1930		0
04/07/1930		0
05/07/1930		0
06/07/1930		0
07/07/1930		0
08/07/1930		10.4
09/07/1930		34.3
10/07/1930		52.3
11/07/1930		43.2
12/07/1930		10.5
13/07/1930		19.3
14/07/1930		27.4
15/07/1930		9.4
16/07/1930		0
17/07/1930		28.5
18/07/1930		0
19/07/1930		0
20/07/1930		34.3
21/07/1930		14.4
22/07/1930		18.3
23/07/1930		0
24/07/1930		15.4
25/07/1930		42.3
26/07/1930		0
27/07/1930		15.2
28/07/1930		0
29/07/1930		0
30/07/1930		0
31/07/1930		12.4
01/08/1930		17.3
02/08/1930		14.2
03/08/1930		8.5
04/08/1930		0
05/08/1930		0
06/08/1930		0
07/08/1930		29.2
08/08/1930		36.4
09/08/1930		27.3
10/08/1930		7.4
11/08/1930		0
12/08/1930		0
13/08/1930		22.3
14/08/1930		0
15/08/1930		11.5
16/08/1930		14.2
17/08/1930		38.3
18/08/1930		32.3
19/08/1930		57.4
20/08/1930		63.2
21/08/1930		12.5
22/08/1930		0
23/08/1930		0
24/08/1930		15.3
25/08/1930		0
26/08/1930		12.2
27/08/1930		48.3
28/08/1930		23.2
29/08/1930		0
30/08/1930		9.3
31/08/1930		29.4
01/09/1930		0
02/09/1930		8.4
03/09/1930		16.3
04/09/1930		0
05/09/1930		0
06/09/1930		27.4
07/09/1930		0
08/09/1930		39.3
09/09/1930		0
10/09/1930		8.2
11/09/1930		21.3
12/09/1930		0
13/09/1930		0
14/09/1930		0
15/09/1930		28.4
16/09/1930		0
17/09/1930		37.3
18/09/1930		26.3
19/09/1930		0
20/09/1930		0
21/09/1930		0
22/09/1930		25.2
23/09/1930		58.4
24/09/1930		43.5
25/09/1930		14.3
26/09/1930		0
27/09/1930		22.4
28/09/1930		27.3
29/09/1930		24.5
30/09/1930		43.2
01/10/1930		0
02/10/1930		34.3
03/10/1930		20.4
04/10/1930		11.3
05/10/1930		17.3
06/10/1930		14.3
07/10/1930		35.3
08/10/1930		82.4
09/10/1930		28.3
10/10/1930		34.2
11/10/1930		5
12/10/1930		0
13/10/1930		0
14/10/1930		0
15/10/1930		28.3
16/10/1930		45.4
17/10/1930		4.2
18/10/1930		0
19/10/1930		11.3
20/10/1930		0
21/10/1930		0
22/10/1930		0
23/10/1930		14.5
24/10/1930		0
25/10/1930		49.2
26/10/1930		0
27/10/1930		43.4
28/10/1930		35.3
29/10/1930		0
30/10/1930		0
31/10/1930		0
01/11/1930		0
02/11/1930		0
03/11/1930		0
04/11/1930		0
05/11/1930		0
06/11/1930		29.4
07/11/1930		0
08/11/1930		11.2
09/11/1930		7.3
10/11/1930		15.3
11/11/1930		0
12/11/1930		0
13/11/1930		0
14/11/1930		0
15/11/1930		0
16/11/1930		18.2
17/11/1930		57.4
18/11/1930		16.3
19/11/1930		0
20/11/1930		0
21/11/1930		0
22/11/1930		0
23/11/1930		0
24/11/1930		28.3
25/11/1930		14.2
26/11/1930		0
27/11/1930		45.3
28/11/1930		0
29/11/1930		0
30/11/1930		37.5
01/12/1930		0
02/12/1930		0
03/12/1930		0
04/12/1930		32.3
05/12/1930		23.4
06/12/1930		0
07/12/1930		0
08/12/1930		0
09/12/1930		0
10/12/1930		0
11/12/1930		0
12/12/1930		0
13/12/1930		0
14/12/1930		0
15/12/1930		0
16/12/1930		0
17/12/1930		0
18/12/1930		0
19/12/1930		0
20/12/1930		0
21/12/1930		0
22/12/1930		0
23/12/1930		0
24/12/1930		11.3
25/12/1930		0
26/12/1930		0
27/12/1930		0
28/12/1930		0
29/12/1930		0
30/12/1930		0
31/12/1930		0
01/01/1931		0
02/01/1931		23.2
03/01/1931		0
04/01/1931		9.4
05/01/1931		0
06/01/1931		0
07/01/1931		0
08/01/1931		0
09/01/1931		0
10/01/1931		0
11/01/1931		0
12/01/1931		0
13/01/1931		0
14/01/1931		0
15/01/1931		0
16/01/1931		0
17/01/1931		0
18/01/1931		0
19/01/1931		0
20/01/1931		0
21/01/1931		0
22/01/1931		0
23/01/1931		0
24/01/1931		0
25/01/1931		31.3
26/01/1931		0
27/01/1931		0
28/01/1931		0
29/01/1931		0
30/01/1931		0
31/01/1931		0
01/02/1931		0
02/02/1931		0
03/02/1931		0
04/02/1931		0.3
05/02/1931		36.2
06/02/1931		22.4
07/02/1931		27.3
08/02/1931		0
09/02/1931		0
10/02/1931		0
11/02/1931		0
12/02/1931		0
13/02/1931		0
14/02/1931		0
15/02/1931		23.4
16/02/1931		0
17/02/1931		0
18/02/1931		0
19/02/1931		0
20/02/1931		0
21/02/1931		15.3
22/02/1931		0
23/02/1931		0
24/02/1931		0
25/02/1931		0
26/02/1931		0
27/02/1931		0
28/02/1931		0
01/03/1931		0
02/03/1931		0
03/03/1931		0
04/03/1931		0
05/03/1931		0
06/03/1931		0
07/03/1931		0
08/03/1931		0
09/03/1931		15.4
10/03/1931		0
11/03/1931		0
